ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK
4GB,nodal,vm,1,1,6,8,e,1000, 33150.0, 301.65912518853696, 17.0, 65.0, 0.19607843137254902, 0.0, 0.0, 0.0, 17.0, 65.0, 0.19607843137254902,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 494.0, 1605.8016194331983, 593.0, 14839.0, 2473.0, 8535.0, 494, 9506.0, 3102.506732589943, 764.0, 105151.0, 5283.0, 14679.0, 9506,,,,,,,
4GB,nodal,vm,1,1,6,28,c,1000, 14436.0, 692.7126627874758, 2.0, 30.0, 0.20781379883624274, 0.0, 0.0, 0.0, 2.0, 30.0, 0.20781379883624274, 10000.0, 1161.075, 405.0, 26175.0, 1796.0, 4263.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,17,c,1000, 14496.0, 689.8454746136865, 2.0, 20.0, 0.13796909492273732, 0.0, 0.0, 0.0, 2.0, 20.0, 0.13796909492273732, 10000.0, 1167.1177, 399.0, 18671.0, 1773.0, 4431.0, 10000, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,7,e,1000, 33607.0, 297.55705656559644, 17.0, 64.0, 0.19043651620198174, 0.0, 0.0, 0.0, 17.0, 64.0, 0.19043651620198174,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 469.0, 1667.0511727078892, 615.0, 13343.0, 3245.0, 8199.0, 469, 9531.0, 3140.687231140489, 703.0, 88063.0, 5479.0, 15543.0, 9531,,,,,,,
4GB,nodal,vm,1,1,6,5,e,1000, 33881.0, 295.150674419291, 17.0, 78.0, 0.23021752604704704, 0.0, 0.0, 0.0, 17.0, 78.0, 0.23021752604704704,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 508.0, 1635.1279527559054, 627.0, 13751.0, 3009.0, 8007.0, 508, 9492.0, 3177.7506321112514, 703.0, 71423.0, 5535.0, 15575.0, 9492,,,,,,,
4GB,nodal,vm,1,1,6,29,c,1000, 14606.0, 684.6501437765302, 2.0, 23.0, 0.15746953306860195, 0.0, 0.0, 0.0, 2.0, 23.0, 0.15746953306860195, 10000.0, 1175.5405, 419.0, 19327.0, 1802.0, 4085.0, 10000, 1.0, 2235392.0, 2234368.0, 2236415.0, 2236415.0, 2236415.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,13,e,1000, 34105.0, 293.2121389825539, 17.0, 71.0, 0.20818061867761326, 0.0, 0.0, 0.0, 17.0, 71.0, 0.20818061867761326,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 495.0, 1643.8626262626262, 589.0, 12839.0, 3229.0, 6539.0, 495, 9505.0, 3200.0720673329824, 708.0, 63935.0, 5711.0, 15447.0, 9505,,,,,,,
4GB,nodal,vm,1,1,6,26,a,1000, 14583.0, 685.7299595419324, 1.0, 9.0, 0.061715696358773914, 0.0, 0.0, 0.0, 1.0, 9.0, 0.061715696358773914, 5072.0, 1173.8008675078863, 468.0, 18895.0, 1773.0, 4087.0, 5072, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,, 4928.0, 1177.1241883116884, 436.0, 15679.0, 1781.0, 4343.0, 4928
4GB,nodal,vm,1,1,6,10,a,1000, 14922.0, 670.1514542286557, 1.0, 10.0, 0.06701514542286557, 0.0, 0.0, 0.0, 1.0, 10.0, 0.06701514542286557, 5029.0, 1214.6150328097037, 467.0, 15823.0, 1861.0, 4867.0, 5029, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4971.0, 1205.0239388453028, 408.0, 16527.0, 1853.0, 5531.0, 4971
4GB,nodal,vm,1,1,6,9,e,1000, 33371.0, 299.6613826376195, 17.0, 69.0, 0.20676635401995744, 0.0, 0.0, 0.0, 17.0, 69.0, 0.20676635401995744,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 509.0, 1601.2220039292731, 573.0, 15183.0, 2523.0, 9607.0, 509, 9491.0, 3125.967758929512, 652.0, 102463.0, 5463.0, 15215.0, 9491,,,,,,,
4GB,nodal,vm,1,1,6,7,a,1000, 15465.0, 646.6214031684449, 1.0, 12.0, 0.07759456838021338, 0.0, 0.0, 0.0, 1.0, 12.0, 0.07759456838021338, 5006.0, 1296.063124250899, 447.0, 33599.0, 2021.0, 5071.0, 5006, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4994.0, 1228.4177012414898, 416.0, 16559.0, 1901.0, 4939.0, 4994
4GB,nodal,vm,1,1,6,2,a,1000, 19716.0, 507.20227226617976, 1.0, 11.0, 0.05579224994927977, 0.0, 0.0, 0.0, 1.0, 11.0, 0.05579224994927977, 5078.0, 1869.7300118156754, 571.0, 21823.0, 3843.0, 9815.0, 5078, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 4922.0, 1494.5056887444127, 456.0, 32751.0, 2807.0, 8751.0, 4922
4GB,nodal,vm,1,1,6,16,c,1000, 14786.0, 676.3154335181929, 2.0, 30.0, 0.20289463005545788, 0.0, 0.0, 0.0, 2.0, 30.0, 0.20289463005545788, 10000.0, 1192.2981, 397.0, 25135.0, 1867.0, 4699.0, 10000, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,8,c,1000, 15046.0, 664.6284726837698, 2.0, 18.0, 0.11963312508307855, 0.0, 0.0, 0.0, 2.0, 18.0, 0.11963312508307855, 10000.0, 1221.4502, 417.0, 42687.0, 1850.0, 4551.0, 10000, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,27,a,1000, 15106.0, 661.9886137958428, 1.0, 11.0, 0.07281874751754269, 0.0, 0.0, 0.0, 1.0, 11.0, 0.07281874751754269, 5073.0, 1219.701754385965, 391.0, 16975.0, 1921.0, 4575.0, 5073, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,, 4927.0, 1230.4921859143494, 370.0, 17407.0, 1890.0, 5223.0, 4927
4GB,nodal,vm,1,1,6,28,e,1000, 33439.0, 299.0520051436945, 17.0, 63.0, 0.18840276324052752, 0.0, 0.0, 0.0, 17.0, 63.0, 0.18840276324052752,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 503.0, 1572.2127236580518, 657.0, 16431.0, 2357.0, 6723.0, 503, 9497.0, 3134.3451616299885, 758.0, 206207.0, 5403.0, 14983.0, 9497,,,,,,,
4GB,nodal,vm,1,1,6,25,a,1000, 15177.0, 658.8917440864466, 1.0, 12.0, 0.0790670092903736, 0.0, 0.0, 0.0, 1.0, 12.0, 0.0790670092903736, 5022.0, 1214.0280764635604, 441.0, 18751.0, 1981.0, 4767.0, 5022, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4978.0, 1247.256327842507, 409.0, 21167.0, 2006.0, 5771.0, 4978
4GB,nodal,vm,1,1,6,16,e,1000, 34494.0, 289.90549080999597, 17.0, 63.0, 0.18264045921029745, 0.0, 0.0, 0.0, 17.0, 63.0, 0.18264045921029745,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 462.0, 1670.2402597402597, 628.0, 15143.0, 2737.0, 10391.0, 462, 9538.0, 3232.986684839589, 708.0, 203263.0, 5459.0, 15295.0, 9538,,,,,,,
4GB,nodal,vm,1,1,6,14,e,1000, 33713.0, 296.62148132767777, 17.0, 68.0, 0.20170260730282089, 0.0, 0.0, 0.0, 17.0, 68.0, 0.20170260730282089,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 513.0, 1593.288499025341, 638.0, 30447.0, 2663.0, 7239.0, 513, 9487.0, 3161.596605881733, 651.0, 206591.0, 5483.0, 15319.0, 9487,,,,,,,
4GB,nodal,vm,1,1,6,22,c,1000, 14686.0, 680.9206046574969, 2.0, 17.0, 0.11575650279177449, 0.0, 0.0, 0.0, 2.0, 17.0, 0.11575650279177449, 10000.0, 1187.3258, 411.0, 17679.0, 1814.0, 4535.0, 10000, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,17,a,1000, 15073.0, 663.437935381145, 1.0, 12.0, 0.0796125522457374, 0.0, 0.0, 0.0, 1.0, 12.0, 0.0796125522457374, 4944.0, 1224.8082524271845, 465.0, 15903.0, 1888.0, 4931.0, 4944, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,, 5056.0, 1219.867088607595, 399.0, 21375.0, 1913.0, 4603.0, 5056
4GB,nodal,vm,1,1,6,14,a,1000, 15035.0, 665.1147322913203, 1.0, 12.0, 0.07981376787495843, 0.0, 0.0, 0.0, 1.0, 12.0, 0.07981376787495843, 4951.0, 1215.9355685720056, 440.0, 22751.0, 1845.0, 4351.0, 4951, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,, 5049.0, 1225.0756585462468, 415.0, 31903.0, 1824.0, 4727.0, 5049
4GB,nodal,vm,1,1,6,22,a,1000, 14690.0, 680.7351940095303, 1.0, 10.0, 0.06807351940095302, 0.0, 0.0, 0.0, 1.0, 10.0, 0.06807351940095302, 4918.0, 1185.7196014640097, 429.0, 18271.0, 1802.0, 4591.0, 4918, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 5082.0, 1183.8724911452184, 423.0, 20207.0, 1803.0, 4691.0, 5082
4GB,nodal,vm,1,1,6,3,a,1000, 21918.0, 456.2460078474313, 1.0, 21.0, 0.09581166164796058, 0.0, 0.0, 0.0, 1.0, 21.0, 0.09581166164796058, 5112.0, 2104.4274256651015, 601.0, 31711.0, 5683.0, 12095.0, 5112, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,, 4888.0, 1685.0002045826513, 491.0, 27471.0, 3713.0, 9479.0, 4888
4GB,nodal,vm,1,1,6,24,e,1000, 33803.0, 295.83173091145756, 17.0, 65.0, 0.19229062509244743, 0.0, 0.0, 0.0, 17.0, 65.0, 0.19229062509244743,,,,,,,, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0, 476.0, 1580.2436974789916, 640.0, 12399.0, 2651.0, 6251.0, 476, 9524.0, 3169.673036539269, 711.0, 86719.0, 5567.0, 15623.0, 9524,,,,,,,
4GB,nodal,vm,1,1,6,26,e,1000, 34163.0, 292.7143400755203, 17.0, 65.0, 0.1902643210490882, 0.0, 0.0, 0.0, 17.0, 65.0, 0.1902643210490882,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 469.0, 1544.183368869936, 642.0, 11455.0, 2495.0, 6187.0, 469, 9531.0, 3207.774210471094, 718.0, 81343.0, 5599.0, 15687.0, 9531,,,,,,,
4GB,nodal,vm,1,1,6,20,a,1000, 15197.0, 658.0246101204185, 1.0, 10.0, 0.06580246101204185, 0.0, 0.0, 0.0, 1.0, 10.0, 0.06580246101204185, 4951.0, 1240.0826095738234, 437.0, 19711.0, 1958.0, 4815.0, 4951, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5049.0, 1234.6254703901764, 370.0, 29711.0, 1908.0, 4507.0, 5049
4GB,nodal,vm,1,1,6,12,e,1000, 34481.0, 290.0147907543285, 17.0, 60.0, 0.17400887445259708, 0.0, 0.0, 0.0, 17.0, 60.0, 0.17400887445259708,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 499.0, 1592.0080160320642, 607.0, 14791.0, 2733.0, 5851.0, 499, 9501.0, 3242.11672455531, 663.0, 201855.0, 5919.0, 15655.0, 9501,,,,,,,
4GB,nodal,vm,1,1,6,28,a,1000, 15218.0, 657.116572479958, 1.0, 15.0, 0.0985674858719937, 0.0, 0.0, 0.0, 1.0, 15.0, 0.0985674858719937, 4963.0, 1234.1591779165826, 447.0, 22127.0, 1871.0, 4787.0, 4963, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 5037.0, 1231.860035735557, 433.0, 15599.0, 1870.0, 4731.0, 5037
4GB,nodal,vm,1,1,6,2,e,1000, 36299.0, 275.489682911375, 17.0, 60.0, 0.16529380974682498, 0.0, 0.0, 0.0, 17.0, 60.0, 0.16529380974682498,,,,,,,, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0, 488.0, 1719.7540983606557, 646.0, 14519.0, 3337.0, 8007.0, 488, 9512.0, 3423.8793103448274, 874.0, 86015.0, 6139.0, 15687.0, 9512,,,,,,,
4GB,nodal,vm,1,1,6,5,a,1000, 15595.0, 641.2311638345624, 1.0, 15.0, 0.09618467457518436, 0.0, 0.0, 0.0, 1.0, 15.0, 0.09618467457518436, 4973.0, 1304.4015684697365, 484.0, 19375.0, 2018.0, 5059.0, 4973, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5027.0, 1248.3678138054506, 410.0, 17039.0, 1920.0, 5711.0, 5027
4GB,nodal,vm,1,1,6,12,a,1000, 14589.0, 685.4479402289396, 1.0, 11.0, 0.07539927342518336, 0.0, 0.0, 0.0, 1.0, 11.0, 0.07539927342518336, 5091.0, 1179.9978393242977, 441.0, 19247.0, 1746.0, 3957.0, 5091, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 4909.0, 1178.996740680383, 411.0, 17359.0, 1773.0, 4251.0, 4909
4GB,nodal,vm,1,1,6,13,a,1000, 15108.0, 661.9009796134499, 1.0, 22.0, 0.14561821551495896, 0.0, 0.0, 0.0, 1.0, 22.0, 0.14561821551495896, 5032.0, 1229.3801669316376, 468.0, 24639.0, 1897.0, 4631.0, 5032, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4968.0, 1220.2757648953302, 401.0, 17263.0, 1836.0, 4939.0, 4968
4GB,nodal,vm,1,1,6,27,e,1000, 33404.0, 299.3653454676087, 17.0, 61.0, 0.1826128607352413, 0.0, 0.0, 0.0, 17.0, 61.0, 0.1826128607352413,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 522.0, 1563.860153256705, 666.0, 14743.0, 2467.0, 7703.0, 522, 9478.0, 3135.8724414433423, 681.0, 87999.0, 5315.0, 15215.0, 9478,,,,,,,
4GB,nodal,vm,1,1,6,11,c,1000, 14738.0, 678.5181164337088, 2.0, 18.0, 0.12213326095806758, 0.0, 0.0, 0.0, 2.0, 18.0, 0.12213326095806758, 10000.0, 1190.046, 437.0, 16703.0, 1761.0, 4555.0, 10000, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,24,c,1000, 14491.0, 690.0835001035125, 2.0, 25.0, 0.17252087502587812, 0.0, 0.0, 0.0, 2.0, 25.0, 0.17252087502587812, 10000.0, 1167.8371, 432.0, 27215.0, 1799.0, 4755.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,10,e,1000, 33281.0, 300.4717406327935, 17.0, 65.0, 0.19530663141131577, 0.0, 0.0, 0.0, 17.0, 65.0, 0.19530663141131577,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 523.0, 1573.810707456979, 637.0, 13463.0, 2421.0, 7539.0, 523, 9477.0, 3121.443072702332, 766.0, 54879.0, 5399.0, 14847.0, 9477,,,,,,,
4GB,nodal,vm,1,1,6,1,e,1000, 40773.0, 245.26034385500208, 17.0, 66.0, 0.16187182694430138, 0.0, 0.0, 0.0, 17.0, 66.0, 0.16187182694430138,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 519.0, 1849.2774566473988, 663.0, 39839.0, 4093.0, 10303.0, 519, 9481.0, 3891.665647083641, 814.0, 92287.0, 8959.0, 18991.0, 9481,,,,,,,
4GB,nodal,vm,1,1,6,18,e,1000, 33706.0, 296.68308313059987, 17.0, 63.0, 0.18691034237227794, 0.0, 0.0, 0.0, 17.0, 63.0, 0.18691034237227794,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 511.0, 1570.2974559686888, 612.0, 14543.0, 2899.0, 7307.0, 511, 9489.0, 3159.998629992623, 747.0, 96639.0, 5419.0, 15159.0, 9489,,,,,,,
4GB,nodal,vm,1,1,6,21,c,1000, 14242.0, 702.1485746383935, 2.0, 17.0, 0.11936525768852689, 0.0, 0.0, 0.0, 2.0, 17.0, 0.11936525768852689, 10000.0, 1141.7716, 410.0, 16655.0, 1801.0, 4555.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,11,e,1000, 34524.0, 289.6535743251072, 17.0, 60.0, 0.1737921445950643, 0.0, 0.0, 0.0, 17.0, 60.0, 0.1737921445950643,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 489.0, 1643.6094069529652, 647.0, 15951.0, 3185.0, 7551.0, 489, 9511.0, 3246.934917463989, 670.0, 84671.0, 5827.0, 15935.0, 9511,,,,,,,
4GB,nodal,vm,1,1,6,24,a,1000, 15004.0, 666.4889362836577, 1.0, 12.0, 0.07997867235403892, 0.0, 0.0, 0.0, 1.0, 12.0, 0.07997867235403892, 4961.0, 1194.9810522072162, 425.0, 16199.0, 1818.0, 4119.0, 4961, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,, 5039.0, 1230.9702321889263, 423.0, 43423.0, 1893.0, 4879.0, 5039
4GB,nodal,vm,1,1,6,26,c,1000, 14328.0, 697.9341150195421, 2.0, 18.0, 0.12562814070351758, 0.0, 0.0, 0.0, 2.0, 18.0, 0.12562814070351758, 10000.0, 1151.6138, 409.0, 21775.0, 1706.0, 4119.0, 10000, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,14,c,1000, 14690.0, 680.7351940095303, 2.0, 17.0, 0.11572498298162016, 0.0, 0.0, 0.0, 2.0, 17.0, 0.11572498298162016, 10000.0, 1183.9947, 421.0, 19855.0, 1760.0, 4759.0, 10000, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,19,c,1000, 14637.0, 683.2001093120175, 2.0, 19.0, 0.12980802076928333, 0.0, 0.0, 0.0, 2.0, 19.0, 0.12980802076928333, 10000.0, 1180.5475, 430.0, 20559.0, 1820.0, 4311.0, 10000, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,15,e,1000, 33058.0, 302.4986387561256, 17.0, 85.0, 0.2571238429427068, 0.0, 0.0, 0.0, 17.0, 85.0, 0.2571238429427068,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 491.0, 1532.8757637474541, 592.0, 15039.0, 2481.0, 5711.0, 491, 9509.0, 3093.0801346093176, 706.0, 118911.0, 5343.0, 15175.0, 9509,,,,,,,
4GB,nodal,vm,1,1,6,20,e,1000, 33199.0, 301.2138919846983, 17.0, 61.0, 0.183740474110666, 0.0, 0.0, 0.0, 17.0, 61.0, 0.183740474110666,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 490.0, 1540.7489795918368, 628.0, 12639.0, 2723.0, 5979.0, 490, 9510.0, 3113.3172450052575, 703.0, 112063.0, 5387.0, 14655.0, 9510,,,,,,,
4GB,nodal,vm,1,1,6,5,c,1000, 15866.0, 630.2785831337451, 2.0, 19.0, 0.11975293079541156, 0.0, 0.0, 0.0, 2.0, 19.0, 0.11975293079541156, 10000.0, 1300.9619, 424.0, 20879.0, 2025.0, 5423.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,30,e,1000, 32681.0, 305.98818885591015, 17.0, 75.0, 0.22949114164193263, 0.0, 0.0, 0.0, 17.0, 75.0, 0.22949114164193263,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 442.0, 1562.8484162895927, 630.0, 14663.0, 2393.0, 8663.0, 442, 9558.0, 3047.3019460138103, 706.0, 185599.0, 5255.0, 14623.0, 9558,,,,,,,
4GB,nodal,vm,1,1,6,8,a,1000, 15512.0, 644.6621970087674, 1.0, 15.0, 0.09669932955131512, 0.0, 0.0, 0.0, 1.0, 15.0, 0.09669932955131512, 4934.0, 1294.0077016619375, 426.0, 17615.0, 2127.0, 5379.0, 4934, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 5066.0, 1244.4901302803, 406.0, 18495.0, 1978.0, 5167.0, 5066
4GB,nodal,vm,1,1,6,9,c,1000, 14970.0, 668.002672010688, 2.0, 17.0, 0.11356045424181697, 0.0, 0.0, 0.0, 2.0, 17.0, 0.11356045424181697, 10000.0, 1213.6088, 424.0, 29935.0, 1858.0, 4375.0, 10000, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,30,a,1000, 15351.0, 651.4233600416911, 1.0, 11.0, 0.07165656960458602, 0.0, 0.0, 0.0, 1.0, 11.0, 0.07165656960458602, 5015.0, 1246.81296111665, 461.0, 16767.0, 1983.0, 5439.0, 5015, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4985.0, 1250.2427281845537, 426.0, 21183.0, 1969.0, 5471.0, 4985
4GB,nodal,vm,1,1,6,4,e,1000, 36135.0, 276.74000276740003, 17.0, 77.0, 0.213089802130898, 0.0, 0.0, 0.0, 17.0, 77.0, 0.213089802130898,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 488.0, 1784.7315573770493, 643.0, 18831.0, 4219.0, 9567.0, 488, 9512.0, 3400.278385197645, 702.0, 100927.0, 6463.0, 16575.0, 9512,,,,,,,
4GB,nodal,vm,1,1,6,23,c,1000, 14292.0, 699.6921354603975, 2.0, 21.0, 0.14693534844668346, 0.0, 0.0, 0.0, 2.0, 21.0, 0.14693534844668346, 10000.0, 1144.9256, 416.0, 22383.0, 1707.0, 4019.0, 10000, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,19,a,1000, 14875.0, 672.2689075630252, 1.0, 12.0, 0.08067226890756303, 0.0, 0.0, 0.0, 1.0, 12.0, 0.08067226890756303, 5011.0, 1217.148473358611, 462.0, 16111.0, 1862.0, 4963.0, 5011, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4989.0, 1194.501503307276, 397.0, 16959.0, 1861.0, 3971.0, 4989
4GB,nodal,vm,1,1,6,4,c,1000, 15457.0, 646.9560716827327, 2.0, 18.0, 0.1164520929028919, 0.0, 0.0, 0.0, 2.0, 18.0, 0.1164520929028919, 10000.0, 1262.234, 445.0, 21487.0, 1908.0, 4707.0, 10000, 1.0, 2231296.0, 2230272.0, 2232319.0, 2232319.0, 2232319.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,6,a,1000, 15416.0, 648.6766995329527, 1.0, 13.0, 0.08432797093928386, 0.0, 0.0, 0.0, 1.0, 13.0, 0.08432797093928386, 5013.0, 1265.182525433872, 447.0, 20287.0, 1920.0, 4595.0, 5013, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4987.0, 1238.9592941648286, 428.0, 20527.0, 1892.0, 5159.0, 4987
4GB,nodal,vm,1,1,6,1,c,1000, 21895.0, 456.72527974423383, 2.0, 15.0, 0.06850879196163508, 0.0, 0.0, 0.0, 2.0, 15.0, 0.06850879196163508, 10000.0, 1902.9378, 623.0, 36479.0, 3965.0, 10503.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
4GB,nodal,vm,1,1,6,3,c,1000, 17833.0, 560.7581450120563, 2.0, 19.0, 0.1065440475522907, 0.0, 0.0, 0.0, 2.0, 19.0, 0.1065440475522907, 10000.0, 1497.8166, 450.0, 30671.0, 2831.0, 8959.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,
