ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK
1GB,eth,rp,1,1,1,15,c,1000, 57994.0, 172.43163085836466, 1.0, 7.0, 0.012070214160085527, 0.0, 0.0, 0.0, 1.0, 7.0, 0.012070214160085527, 10000.0, 5502.2945, 3552.0, 58047.0, 10239.0, 12335.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,6,c,1000, 49538.0, 201.86523476926803, 1.0, 12.0, 0.024223828172312164, 0.0, 0.0, 0.0, 1.0, 12.0, 0.024223828172312164, 10000.0, 4646.9639, 3500.0, 50751.0, 6063.0, 9735.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,20,c,1000, 47881.0, 208.85111004364987, 1.0, 8.0, 0.01670808880349199, 0.0, 0.0, 0.0, 1.0, 8.0, 0.01670808880349199, 10000.0, 4480.7212, 3498.0, 51007.0, 6063.0, 10679.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,4,a,1000, 48152.0, 207.67569363681676, 1.0, 7.0, 0.014537298554577173, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014537298554577173, 5020.0, 4857.255776892431, 3604.0, 74687.0, 6131.0, 9295.0, 5020, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,, 4980.0, 4166.514257028112, 3132.0, 57087.0, 5431.0, 9183.0, 4980
1GB,eth,rp,1,1,1,3,e,1000, 584113.0, 17.119975073316294, 17.0, 65.0, 0.01112798379765559, 0.0, 0.0, 0.0, 17.0, 65.0, 0.01112798379765559,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 521.0, 10779.773512476007, 7536.0, 56415.0, 15503.0, 24527.0, 521, 9479.0, 60694.371136195805, 12032.0, 166271.0, 98111.0, 112447.0, 9479,,,,,,,
1GB,eth,rp,1,1,1,24,c,1000, 65887.0, 151.775008727063, 1.0, 7.0, 0.01062425061089441, 0.0, 0.0, 0.0, 1.0, 7.0, 0.01062425061089441, 10000.0, 6289.1864, 3596.0, 89087.0, 10455.0, 14159.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,5,c,1000, 48923.0, 204.4028371113791, 1.0, 7.0, 0.014308198597796537, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014308198597796537, 10000.0, 4589.9188, 3430.0, 54847.0, 5839.0, 7711.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,2,e,1000, 589046.0, 16.9766028459577, 17.0, 66.0, 0.011204557878332083, 0.0, 0.0, 0.0, 17.0, 66.0, 0.011204557878332083,,,,,,,, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 517.0, 10902.72340425532, 7760.0, 57983.0, 15279.0, 23631.0, 517, 9483.0, 61195.28208372878, 12120.0, 297471.0, 98367.0, 112959.0, 9483,,,,,,,
1GB,eth,rp,1,1,1,20,a,1000, 47386.0, 211.03279449626473, 1.0, 7.0, 0.014772295614738532, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014772295614738532, 5053.0, 4772.555313675044, 3506.0, 54207.0, 7115.0, 11063.0, 5053, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 4947.0, 4098.621184556297, 3146.0, 47935.0, 5327.0, 7091.0, 4947
1GB,eth,rp,1,1,1,3,c,1000, 52048.0, 192.130341223486, 1.0, 18.0, 0.03458346142022748, 0.0, 0.0, 0.0, 1.0, 18.0, 0.03458346142022748, 10000.0, 4909.1382, 3562.0, 60863.0, 6167.0, 8263.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,1,a,1000, 67538.0, 148.06479315348398, 1.0, 7.0, 0.010364535520743878, 0.0, 0.0, 0.0, 1.0, 7.0, 0.010364535520743878, 4934.0, 8618.385893798135, 3692.0, 449279.0, 18623.0, 24303.0, 4934, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,, 5066.0, 4308.61744966443, 3124.0, 57119.0, 5763.0, 9431.0, 5066
1GB,eth,rp,1,1,1,27,e,1000, 540937.0, 18.486441119760713, 17.0, 50.0, 0.009243220559880356, 0.0, 0.0, 0.0, 17.0, 50.0, 0.009243220559880356,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 491.0, 10670.582484725051, 7748.0, 25711.0, 16431.0, 21231.0, 491, 9509.0, 56008.01640551057, 10112.0, 156415.0, 95103.0, 108927.0, 9509,,,,,,,
1GB,eth,rp,1,1,1,15,a,1000, 52286.0, 191.255785487511, 1.0, 7.0, 0.01338790498412577, 0.0, 0.0, 0.0, 1.0, 7.0, 0.01338790498412577, 4992.0, 5619.3577724358975, 3608.0, 70527.0, 10199.0, 11975.0, 4992, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,, 5008.0, 4227.381190095846, 3068.0, 57343.0, 5479.0, 7579.0, 5008
1GB,eth,rp,1,1,1,18,a,1000, 48260.0, 207.21094073767094, 1.0, 19.0, 0.03937007874015748, 0.0, 0.0, 0.0, 1.0, 19.0, 0.03937007874015748, 4944.0, 4924.436084142395, 3540.0, 66047.0, 9871.0, 11559.0, 4944, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5056.0, 4127.740704113924, 2972.0, 60607.0, 5343.0, 8431.0, 5056
1GB,eth,rp,1,1,1,28,c,1000, 56615.0, 176.63163472577938, 1.0, 16.0, 0.028261061556124702, 0.0, 0.0, 0.0, 1.0, 16.0, 0.028261061556124702, 10000.0, 5361.58, 3598.0, 55423.0, 9983.0, 12191.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,13,a,1000, 56494.0, 177.0099479590753, 1.0, 7.0, 0.012390696357135272, 0.0, 0.0, 0.0, 1.0, 7.0, 0.012390696357135272, 5070.0, 6365.9374753451675, 3704.0, 73535.0, 10711.0, 12743.0, 5070, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4930.0, 4299.2269776876265, 3000.0, 49023.0, 5843.0, 7819.0, 4930
1GB,eth,rp,1,1,1,13,c,1000, 62934.0, 158.8966218578193, 1.0, 6.0, 0.009533797311469158, 0.0, 0.0, 0.0, 1.0, 6.0, 0.009533797311469158, 10000.0, 5989.3732, 3478.0, 69695.0, 10263.0, 11799.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,3,a,1000, 48433.0, 206.4707947060888, 1.0, 7.0, 0.01445295562942622, 0.0, 0.0, 0.0, 1.0, 7.0, 0.01445295562942622, 5011.0, 4926.526042706047, 3634.0, 22703.0, 6199.0, 8775.0, 5011, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,, 4989.0, 4152.720585287633, 3140.0, 55455.0, 5343.0, 8247.0, 4989
1GB,eth,rp,1,1,1,19,a,1000, 47518.0, 210.44656761648218, 1.0, 9.0, 0.018940191085483397, 0.0, 0.0, 0.0, 1.0, 9.0, 0.018940191085483397, 4939.0, 4915.750151852601, 3472.0, 56543.0, 9655.0, 11511.0, 4939, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,, 5061.0, 3985.915036554041, 2978.0, 59999.0, 5147.0, 7707.0, 5061
1GB,eth,rp,1,1,1,12,a,1000, 57560.0, 173.73175816539262, 1.0, 19.0, 0.0330090340514246, 0.0, 0.0, 0.0, 1.0, 19.0, 0.0330090340514246, 4965.0, 6749.877945619335, 3730.0, 56447.0, 10655.0, 12711.0, 4965, 1.0, 2233344.0, 2232320.0, 2234367.0, 2234367.0, 2234367.0,,,,,,,,,,,,,,, 5035.0, 4169.329294935452, 3036.0, 23551.0, 6055.0, 7751.0, 5035
1GB,eth,rp,1,1,1,8,e,1000, 549878.0, 18.185852134473464, 17.0, 99.0, 0.018003993613128728, 0.0, 0.0, 0.0, 17.0, 99.0, 0.018003993613128728,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 479.0, 10760.016701461378, 8096.0, 24735.0, 15751.0, 21103.0, 479, 9521.0, 56883.23621468333, 11584.0, 166527.0, 93759.0, 106303.0, 9521,,,,,,,
1GB,eth,rp,1,1,1,1,c,1000, 50930.0, 196.34792852935402, 1.0, 9.0, 0.01767131356764186, 0.0, 0.0, 0.0, 1.0, 9.0, 0.01767131356764186, 10000.0, 4796.9077, 3394.0, 63935.0, 5919.0, 8071.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,17,a,1000, 48885.0, 204.56172650097167, 1.0, 7.0, 0.014319320855068018, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014319320855068018, 4988.0, 5087.882718524459, 3570.0, 62015.0, 10039.0, 11495.0, 4988, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,, 5012.0, 4090.7420191540305, 3066.0, 59231.0, 5231.0, 7031.0, 5012
1GB,eth,rp,1,1,1,25,e,1000, 536044.0, 18.65518502212505, 17.0, 77.0, 0.014364492467036288, 0.0, 0.0, 0.0, 17.0, 77.0, 0.014364492467036288,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 502.0, 10547.1593625498, 7812.0, 28847.0, 16191.0, 20895.0, 502, 9498.0, 55554.666245525375, 9944.0, 157311.0, 94015.0, 108159.0, 9498,,,,,,,
1GB,eth,rp,1,1,1,22,a,1000, 53718.0, 186.15734018392345, 1.0, 7.0, 0.013031013812874642, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013031013812874642, 4982.0, 5978.587515054195, 3488.0, 63423.0, 11071.0, 14495.0, 4982, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5018.0, 4165.898166600239, 2918.0, 61215.0, 5659.0, 8343.0, 5018
1GB,eth,rp,1,1,1,10,e,1000, 549854.0, 18.18664590964147, 17.0, 65.0, 0.011821319841266954, 0.0, 0.0, 0.0, 17.0, 65.0, 0.011821319841266954,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 521.0, 10691.339731285989, 7944.0, 33439.0, 16559.0, 22943.0, 521, 9479.0, 57096.19664521574, 11960.0, 142335.0, 94399.0, 109375.0, 9479,,,,,,,
1GB,eth,rp,1,1,1,9,c,1000, 72603.0, 137.73535528834896, 1.0, 8.0, 0.011018828423067917, 0.0, 0.0, 0.0, 1.0, 8.0, 0.011018828423067917, 10000.0, 6963.3541, 3628.0, 64511.0, 10695.0, 13551.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,11,e,1000, 539532.0, 18.534581822764913, 17.0, 75.0, 0.013900936367073687, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013900936367073687,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 507.0, 10655.67258382643, 8188.0, 48543.0, 15959.0, 22543.0, 507, 9493.0, 55937.28852838934, 10288.0, 154239.0, 93183.0, 107455.0, 9493,,,,,,,
1GB,eth,rp,1,1,1,18,c,1000, 50672.0, 197.3476476160404, 1.0, 9.0, 0.017761288285443638, 0.0, 0.0, 0.0, 1.0, 9.0, 0.017761288285443638, 10000.0, 4766.7099, 3482.0, 53951.0, 9727.0, 11111.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,21,c,1000, 48106.0, 207.8742776368852, 1.0, 8.0, 0.016629942210950818, 0.0, 0.0, 0.0, 1.0, 8.0, 0.016629942210950818, 10000.0, 4506.5192, 3478.0, 63071.0, 6111.0, 10791.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,14,e,1000, 552878.0, 18.087172938695335, 17.0, 62.0, 0.011214047221991109, 0.0, 0.0, 0.0, 17.0, 62.0, 0.011214047221991109,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 485.0, 10748.923711340207, 7908.0, 25023.0, 16975.0, 21199.0, 485, 9515.0, 57222.997372569625, 10424.0, 316927.0, 95231.0, 109311.0, 9515,,,,,,,
1GB,eth,rp,1,1,1,25,c,1000, 62521.0, 159.94625805729274, 1.0, 13.0, 0.020793013547448055, 0.0, 0.0, 0.0, 1.0, 13.0, 0.020793013547448055, 10000.0, 5945.7926, 3448.0, 57599.0, 10167.0, 13103.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,4,c,1000, 52811.0, 189.3544905417432, 1.0, 7.0, 0.013254814337922024, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013254814337922024, 10000.0, 4986.041, 3606.0, 299263.0, 6267.0, 8655.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,10,c,1000, 72121.0, 138.65586999625629, 1.0, 17.0, 0.02357149789936357, 0.0, 0.0, 0.0, 1.0, 17.0, 0.02357149789936357, 10000.0, 6914.4702, 3618.0, 61311.0, 10887.0, 13639.0, 10000, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,28,e,1000, 536964.0, 18.62322241342064, 17.0, 86.0, 0.01601597127554175, 0.0, 0.0, 0.0, 17.0, 86.0, 0.01601597127554175,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 527.0, 10639.711574952562, 7920.0, 31535.0, 16055.0, 21759.0, 527, 9473.0, 55764.00295576903, 10344.0, 165247.0, 94207.0, 110143.0, 9473,,,,,,,
1GB,eth,rp,1,1,1,8,c,1000, 48821.0, 204.8298887773704, 1.0, 11.0, 0.022531287765510746, 0.0, 0.0, 0.0, 1.0, 11.0, 0.022531287765510746, 10000.0, 4570.181, 3436.0, 53471.0, 5931.0, 7407.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,29,c,1000, 52576.0, 190.2008520998174, 1.0, 7.0, 0.013314059646987219, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013314059646987219, 10000.0, 4958.5492, 3598.0, 51679.0, 9599.0, 11175.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,16,e,1000, 546905.0, 18.284711238697763, 17.0, 82.0, 0.014993463215732167, 0.0, 0.0, 0.0, 17.0, 82.0, 0.014993463215732167,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 479.0, 10641.164926931106, 7924.0, 42207.0, 15207.0, 21647.0, 479, 9521.0, 56579.531561810734, 10272.0, 455167.0, 95487.0, 109631.0, 9521,,,,,,,
1GB,eth,rp,1,1,1,17,e,1000, 549453.0, 18.199918828362026, 17.0, 68.0, 0.012375944803286177, 0.0, 0.0, 0.0, 17.0, 68.0, 0.012375944803286177,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0, 460.0, 10772.208695652174, 8088.0, 24319.0, 15847.0, 19487.0, 460, 9540.0, 56748.48679245283, 10832.0, 153983.0, 94911.0, 108735.0, 9540,,,,,,,
1GB,eth,rp,1,1,1,30,c,1000, 51747.0, 193.2479177536862, 1.0, 7.0, 0.013527354242758036, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013527354242758036, 10000.0, 4875.4975, 3504.0, 61023.0, 9639.0, 11095.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,15,e,1000, 554746.0, 18.026267877551167, 17.0, 75.0, 0.013519700908163377, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013519700908163377,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 500.0, 10624.036, 7876.0, 24463.0, 15215.0, 20575.0, 500, 9500.0, 57499.27284210526, 10712.0, 153855.0, 95487.0, 108863.0, 9500,,,,,,,
1GB,eth,rp,1,1,1,20,e,1000, 543191.0, 18.4097306472309, 17.0, 73.0, 0.01343910337247856, 0.0, 0.0, 0.0, 17.0, 73.0, 0.01343910337247856,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 479.0, 10792.546972860126, 7680.0, 52991.0, 16943.0, 22511.0, 479, 9521.0, 56177.98382522844, 10320.0, 137599.0, 94719.0, 108031.0, 9521,,,,,,,
1GB,eth,rp,1,1,1,24,a,1000, 56014.0, 178.52679687221053, 1.0, 13.0, 0.02320848359338737, 0.0, 0.0, 0.0, 1.0, 13.0, 0.02320848359338737, 4885.0, 6416.58812691914, 3690.0, 66687.0, 10455.0, 14183.0, 4885, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5115.0, 4231.43284457478, 2978.0, 55103.0, 5323.0, 7623.0, 5115
1GB,eth,rp,1,1,1,29,a,1000, 49679.0, 201.29229654381126, 1.0, 7.0, 0.014090460758066789, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014090460758066789, 4989.0, 5114.65684505913, 3598.0, 43359.0, 9663.0, 11263.0, 4989, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,, 5011.0, 4225.076232288964, 3168.0, 51647.0, 5427.0, 9175.0, 5011
1GB,eth,rp,1,1,1,23,a,1000, 57333.0, 174.41961871871348, 1.0, 7.0, 0.012209373310309942, 0.0, 0.0, 0.0, 1.0, 7.0, 0.012209373310309942, 5063.0, 6537.1362828362635, 3610.0, 68991.0, 10719.0, 14759.0, 5063, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,,,,,,,,, 4937.0, 4301.93822159206, 2990.0, 60511.0, 5895.0, 8775.0, 4937
1GB,eth,rp,1,1,1,6,e,1000, 566454.0, 17.65368414734471, 17.0, 75.0, 0.013240263110508532, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013240263110508532,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 485.0, 10758.940206185567, 7968.0, 27487.0, 16031.0, 21327.0, 485, 9515.0, 58647.390436153444, 10792.0, 442623.0, 95487.0, 110783.0, 9515,,,,,,,
1GB,eth,rp,1,1,1,11,c,1000, 70215.0, 142.4197108879869, 1.0, 19.0, 0.02705974506871751, 0.0, 0.0, 0.0, 1.0, 19.0, 0.02705974506871751, 10000.0, 6717.3799, 3610.0, 55071.0, 10695.0, 13031.0, 10000, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,5,e,1000, 570330.0, 17.533708554696403, 17.0, 75.0, 0.013150281416022301, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013150281416022301,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 489.0, 10983.869120654397, 7832.0, 60383.0, 17775.0, 24959.0, 489, 9511.0, 59074.37787824624, 11632.0, 162559.0, 96127.0, 110655.0, 9511,,,,,,,
1GB,eth,rp,1,1,1,12,c,1000, 67384.0, 148.40318176421704, 1.0, 11.0, 0.01632434999406387, 0.0, 0.0, 0.0, 1.0, 11.0, 0.01632434999406387, 10000.0, 6438.7587, 3574.0, 60895.0, 10583.0, 12727.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,
1GB,nodal,vm,1,1,6,21,e,1000, 33251.0, 300.74283480196084, 17.0, 65.0, 0.19548284262127458, 0.0, 0.0, 0.0, 17.0, 65.0, 0.19548284262127458,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 531.0, 1468.4331450094162, 562.0, 9127.0, 2371.0, 5915.0, 531, 9469.0, 3126.0365402893653, 746.0, 202751.0, 5263.0, 11327.0, 9469,,,,,,,
1GB,nodal,vm,1,1,6,12,e,1000, 32159.0, 310.95494262881306, 17.0, 63.0, 0.19590161385615226, 0.0, 0.0, 0.0, 17.0, 63.0, 0.19590161385615226,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 483.0, 1431.8012422360248, 538.0, 19615.0, 2143.0, 3809.0, 483, 9517.0, 3006.714090574761, 763.0, 65535.0, 4931.0, 10663.0, 9517,,,,,,,
1GB,nodal,vm,1,1,6,18,e,1000, 32665.0, 306.1380682687892, 17.0, 66.0, 0.20205112505740092, 0.0, 0.0, 0.0, 17.0, 66.0, 0.20205112505740092,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 525.0, 1418.0666666666666, 584.0, 16095.0, 2133.0, 5835.0, 525, 9475.0, 3068.4754617414246, 715.0, 204543.0, 5131.0, 11327.0, 9475,,,,,,,
1GB,nodal,vm,1,1,6,7,e,1000, 32399.0, 308.6515015895552, 17.0, 69.0, 0.2129695360967931, 0.0, 0.0, 0.0, 17.0, 69.0, 0.2129695360967931,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 510.0, 1433.5313725490196, 558.0, 9391.0, 2181.0, 5243.0, 510, 9490.0, 3039.3754478398314, 775.0, 78847.0, 4923.0, 11455.0, 9490,,,,,,,
1GB,nodal,vm,1,1,6,19,e,1000, 32899.0, 303.960606705371, 17.0, 71.0, 0.21581203076081343, 0.0, 0.0, 0.0, 17.0, 71.0, 0.21581203076081343,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 476.0, 1502.6533613445379, 620.0, 38431.0, 2599.0, 4735.0, 476, 9524.0, 3073.1816463670725, 771.0, 92479.0, 5123.0, 11303.0, 9524,,,,,,,
1GB,nodal,vm,1,1,6,4,e,1000, 33876.0, 295.19423780847796, 17.0, 69.0, 0.2036840240878498, 0.0, 0.0, 0.0, 17.0, 69.0, 0.2036840240878498,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 497.0, 1544.9496981891348, 588.0, 19295.0, 2427.0, 8255.0, 497, 9503.0, 3180.17668104809, 728.0, 83583.0, 5443.0, 13383.0, 9503,,,,,,,
1GB,nodal,vm,1,1,6,26,e,1000, 32115.0, 311.3809746224506, 17.0, 71.0, 0.22108049198193988, 0.0, 0.0, 0.0, 17.0, 71.0, 0.22108049198193988,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 463.0, 1485.937365010799, 616.0, 11127.0, 2617.0, 5743.0, 463, 9537.0, 2998.0709866834436, 774.0, 74239.0, 4819.0, 10903.0, 9537,,,,,,,
1GB,nodal,vm,1,1,6,20,e,1000, 33058.0, 302.4986387561256, 17.0, 63.0, 0.19057414241635912, 0.0, 0.0, 0.0, 17.0, 63.0, 0.19057414241635912,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0, 541.0, 1462.0665434380776, 557.0, 10983.0, 2475.0, 7615.0, 541, 9459.0, 3110.272967544138, 794.0, 69247.0, 5151.0, 12359.0, 9459,,,,,,,
1GB,nodal,vm,1,1,6,10,e,1000, 34101.0, 293.24653235975484, 17.0, 66.0, 0.1935427113574382, 0.0, 0.0, 0.0, 17.0, 66.0, 0.1935427113574382,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 539.0, 1593.064935064935, 670.0, 13767.0, 2561.0, 7291.0, 539, 9461.0, 3207.1202832681533, 861.0, 72063.0, 5355.0, 12279.0, 9461,,,,,,,
1GB,nodal,vm,1,1,6,15,e,1000, 32448.0, 308.1854043392505, 17.0, 63.0, 0.19415680473372782, 0.0, 0.0, 0.0, 17.0, 63.0, 0.19415680473372782,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 507.0, 1584.2761341222879, 662.0, 18895.0, 2299.0, 9959.0, 507, 9493.0, 3032.1821342041503, 837.0, 133247.0, 5067.0, 10599.0, 9493,,,,,,,
1GB,nodal,vm,1,1,6,22,e,1000, 32108.0, 311.44886009717203, 17.0, 57.0, 0.17752585025538808, 0.0, 0.0, 0.0, 17.0, 57.0, 0.17752585025538808,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 507.0, 1423.2958579881656, 589.0, 9271.0, 2299.0, 6299.0, 507, 9493.0, 3007.4016643842833, 692.0, 77631.0, 4935.0, 11727.0, 9493,,,,,,,
